Modelo,Pooling,AGG,LAYER,out_vec_size,MR,CR,SUBJ,MPQA,SST2,TREC,MRPC,Avg
allmpnet,SUM-NS_AVGALL,SUM-NS,AVGALL,torch.Size([768]),85.59,90.15,95.42,90.61,90.72,95.8,70.49,88.39714285714285
allmpnet,MAX-NS_AVGALL,MAX-NS,AVGALL,torch.Size([768]),82.52,79.18,92.61,89.34,89.4,81.0,70.32,83.48142857142855
allmpnet,CLS+AVG_AVGALL,CLS+AVG,AVGALL,torch.Size([1536]),85.07,87.74,94.94,90.14,91.43,89.0,66.49,86.40142857142857
allmpnet,CLS+SUM_AVGALL,CLS+SUM,AVGALL,torch.Size([1536]),86.35,90.86,95.73,90.28,91.05,95.6,71.65,88.78857142857143
allmpnet,CLS+MAX_AVGALL,CLS+MAX,AVGALL,torch.Size([1536]),83.49,84.53,94.38,89.42,90.66,87.8,72.12,86.05714285714285
allmpnet,CLS+AVG-NS_AVGALL,CLS+AVG-NS,AVGALL,torch.Size([1536]),85.35,88.34,94.94,90.24,91.76,92.6,66.49,87.10285714285715
allmpnet,CLS+SUM-NS_AVGALL,CLS+SUM-NS,AVGALL,torch.Size([1536]),86.33,90.38,95.75,90.42,90.88,95.4,71.88,88.72
allmpnet,CLS+MAX-NS_AVGALL,CLS+MAX-NS,AVGALL,torch.Size([1536]),83.57,85.03,94.3,89.52,91.1,87.6,71.07,86.02714285714286
allmpnet,CLS+AVG+AVG-NS_AVGALL,CLS+AVG+AVG-NS,AVGALL,torch.Size([2304]),85.53,89.03,95.25,90.37,91.76,93.2,74.9,88.57714285714285
allmpnet,CLS+AVG+SUM-NS_AVGALL,CLS+AVG+SUM-NS,AVGALL,torch.Size([2304]),86.54,90.17,95.8,90.93,91.05,95.2,71.88,88.7957142857143
allmpnet,CLS+AVG+MAX-NS_AVGALL,CLS+AVG+MAX-NS,AVGALL,torch.Size([2304]),85.57,89.67,94.87,89.94,91.54,92.4,75.3,88.47
allmpnet,CLS+SUM+AVG-NS_AVGALL,CLS+SUM+AVG-NS,AVGALL,torch.Size([2304]),86.51,90.49,95.96,90.68,91.05,95.8,72.23,88.96000000000001
allmpnet,CLS+SUM+SUM-NS_AVGALL,CLS+SUM+SUM-NS,AVGALL,torch.Size([2304]),86.23,90.04,95.87,90.7,90.77,96.0,69.8,88.48714285714284
allmpnet,CLS+SUM+MAX-NS_AVGALL,CLS+SUM+MAX-NS,AVGALL,torch.Size([2304]),86.51,90.76,95.58,90.66,91.54,95.6,72.0,88.95
allmpnet,CLS+MAX+AVG-NS_AVGALL,CLS+MAX+AVG-NS,AVGALL,torch.Size([2304]),85.17,89.88,94.94,90.52,91.49,87.8,72.0,87.39999999999999
allmpnet,CLS+MAX+SUM-NS_AVGALL,CLS+MAX+SUM-NS,AVGALL,torch.Size([2304]),86.31,89.59,95.71,90.21,91.27,96.0,70.38,88.49571428571427
allmpnet,CLS+MAX+MAX-NS_AVGALL,CLS+MAX+MAX-NS,AVGALL,torch.Size([2304]),84.02,86.73,94.13,89.99,90.77,88.4,72.29,86.61857142857141
allmpnet,CLS_SUML6L,CLS,SUML6L,torch.Size([768]),84.42,88.66,94.58,87.69,89.68,85.6,70.55,85.88285714285713
allmpnet,AVG_SUML6L,AVG,SUML6L,torch.Size([768]),86.35,90.52,94.98,90.49,91.32,96.4,76.29,89.47857142857143
allmpnet,SUM_SUML6L,SUM,SUML6L,torch.Size([768]),82.59,88.74,94.14,89.3,89.29,94.0,69.45,86.78714285714285
allmpnet,MAX_SUML6L,MAX,SUML6L,torch.Size([768]),84.23,84.56,92.83,88.82,90.5,93.0,65.97,85.70142857142858
allmpnet,AVG-NS_SUML6L,AVG-NS,SUML6L,torch.Size([768]),86.4,90.46,94.92,89.68,91.32,96.2,76.87,89.40714285714286
allmpnet,SUM-NS_SUML6L,SUM-NS,SUML6L,torch.Size([768]),82.53,88.77,94.01,89.31,89.4,93.8,69.57,86.76999999999998
allmpnet,MAX-NS_SUML6L,MAX-NS,SUML6L,torch.Size([768]),84.32,84.24,92.86,89.13,90.5,92.0,66.03,85.58285714285714
allmpnet,CLS+AVG_SUML6L,CLS+AVG,SUML6L,torch.Size([1536]),86.86,90.99,95.59,90.48,91.93,96.4,75.54,89.6842857142857
allmpnet,CLS+SUM_SUML6L,CLS+SUM,SUML6L,torch.Size([1536]),84.24,89.59,94.48,90.17,90.88,95.2,71.77,88.04714285714286
allmpnet,CLS+MAX_SUML6L,CLS+MAX,SUML6L,torch.Size([1536]),85.53,89.54,95.19,89.95,91.82,94.8,71.48,88.33
allmpnet,CLS+AVG-NS_SUML6L,CLS+AVG-NS,SUML6L,torch.Size([1536]),86.81,91.42,95.61,90.61,91.82,96.4,75.54,89.74428571428572
allmpnet,CLS+SUM-NS_SUML6L,CLS+SUM-NS,SUML6L,torch.Size([1536]),84.48,89.53,94.59,90.13,91.05,95.0,69.04,87.68857142857142
allmpnet,CLS+MAX-NS_SUML6L,CLS+MAX-NS,SUML6L,torch.Size([1536]),85.39,89.38,95.07,90.1,91.87,94.8,71.59,88.3142857142857
allmpnet,CLS+AVG+AVG-NS_SUML6L,CLS+AVG+AVG-NS,SUML6L,torch.Size([2304]),86.84,91.95,95.74,90.74,91.71,96.2,75.88,89.86571428571429
allmpnet,CLS+AVG+SUM-NS_SUML6L,CLS+AVG+SUM-NS,SUML6L,torch.Size([2304]),84.78,90.33,94.82,90.09,91.27,94.2,69.8,87.89857142857143
allmpnet,CLS+AVG+MAX-NS_SUML6L,CLS+AVG+MAX-NS,SUML6L,torch.Size([2304]),86.34,91.52,95.39,90.31,91.87,96.0,72.58,89.14428571428573
allmpnet,CLS+SUM+AVG-NS_SUML6L,CLS+SUM+AVG-NS,SUML6L,torch.Size([2304]),84.56,89.24,94.77,90.31,91.1,96.6,68.35,87.84714285714287
allmpnet,CLS+SUM+SUM-NS_SUML6L,CLS+SUM+SUM-NS,SUML6L,torch.Size([2304]),84.04,90.09,94.62,89.9,90.66,93.0,70.09,87.48571428571428
allmpnet,CLS+SUM+MAX-NS_SUML6L,CLS+SUM+MAX-NS,SUML6L,torch.Size([2304]),83.98,89.62,94.7,89.96,90.88,95.0,72.52,88.0942857142857
allmpnet,CLS+MAX+AVG-NS_SUML6L,CLS+MAX+AVG-NS,SUML6L,torch.Size([2304]),85.89,91.26,95.5,90.38,92.15,95.6,75.19,89.42428571428572
allmpnet,CLS+MAX+SUM-NS_SUML6L,CLS+MAX+SUM-NS,SUML6L,torch.Size([2304]),84.7,90.49,94.57,90.18,90.66,94.2,69.57,87.76714285714287
allmpnet,CLS+MAX+MAX-NS_SUML6L,CLS+MAX+MAX-NS,SUML6L,torch.Size([2304]),85.18,89.61,94.39,90.07,92.15,95.6,67.77,87.82428571428571
allmpnet,CLS_AVGL6L,CLS,AVGL6L,torch.Size([768]),82.2,85.03,92.57,68.77,89.24,79.8,66.49,80.58571428571429
allmpnet,AVG_AVGL6L,AVG,AVGL6L,torch.Size([768]),85.48,87.58,93.89,88.84,91.32,92.0,71.42,87.21857142857141
allmpnet,SUM_AVGL6L,SUM,AVGL6L,torch.Size([768]),85.8,90.91,95.1,89.91,90.66,96.6,71.01,88.56999999999998
allmpnet,MAX_AVGL6L,MAX,AVGL6L,torch.Size([768]),84.2,85.22,92.84,88.71,90.39,88.0,72.81,86.0242857142857
allmpnet,AVG-NS_AVGL6L,AVG-NS,AVGL6L,torch.Size([768]),85.48,87.42,93.66,89.51,91.43,94.0,71.83,87.61857142857143
allmpnet,SUM-NS_AVGL6L,SUM-NS,AVGL6L,torch.Size([768]),85.82,90.73,95.09,89.57,90.61,96.6,71.13,88.50714285714285
allmpnet,MAX-NS_AVGL6L,MAX-NS,AVGL6L,torch.Size([768]),84.23,85.27,92.82,88.74,89.62,86.6,72.87,85.73571428571428
allmpnet,CLS+AVG_AVGL6L,CLS+AVG,AVGL6L,torch.Size([1536]),85.91,89.3,95.03,89.12,91.76,94.0,73.33,88.35000000000001
allmpnet,CLS+SUM_AVGL6L,CLS+SUM,AVGL6L,torch.Size([1536]),86.46,90.73,95.2,89.84,91.71,96.4,72.35,88.9557142857143
allmpnet,CLS+MAX_AVGL6L,CLS+MAX,AVGL6L,torch.Size([1536]),84.95,88.61,94.31,89.07,91.76,88.4,71.36,86.92285714285715
allmpnet,CLS+AVG-NS_AVGL6L,CLS+AVG-NS,AVGL6L,torch.Size([1536]),85.86,89.46,95.02,89.43,91.98,92.4,73.22,88.19571428571429
allmpnet,CLS+SUM-NS_AVGL6L,CLS+SUM-NS,AVGL6L,torch.Size([1536]),86.48,90.6,95.16,89.82,90.83,96.4,72.41,88.8142857142857
allmpnet,CLS+MAX-NS_AVGL6L,CLS+MAX-NS,AVGL6L,torch.Size([1536]),84.88,88.48,94.3,89.26,91.71,86.2,71.48,86.61571428571429
allmpnet,CLS+AVG+AVG-NS_AVGL6L,CLS+AVG+AVG-NS,AVGL6L,torch.Size([2304]),86.25,89.62,94.84,90.02,92.15,95.2,75.83,89.13000000000001
allmpnet,CLS+AVG+SUM-NS_AVGL6L,CLS+AVG+SUM-NS,AVGL6L,torch.Size([2304]),86.31,90.15,95.55,90.37,91.32,96.0,71.19,88.69857142857144
allmpnet,CLS+AVG+MAX-NS_AVGL6L,CLS+AVG+MAX-NS,AVGL6L,torch.Size([2304]),85.62,89.03,94.84,89.88,91.71,94.6,70.49,88.02428571428571
allmpnet,CLS+SUM+AVG-NS_AVGL6L,CLS+SUM+AVG-NS,AVGL6L,torch.Size([2304]),86.47,89.96,95.18,90.22,91.54,96.6,71.88,88.83571428571429
allmpnet,CLS+SUM+SUM-NS_AVGL6L,CLS+SUM+SUM-NS,AVGL6L,torch.Size([2304]),86.29,90.94,95.77,89.76,91.65,96.2,65.97,88.08285714285715
allmpnet,CLS+SUM+MAX-NS_AVGL6L,CLS+SUM+MAX-NS,AVGL6L,torch.Size([2304]),86.34,91.2,95.4,90.31,91.76,96.8,72.46,89.18142857142858
allmpnet,CLS+MAX+AVG-NS_AVGL6L,CLS+MAX+AVG-NS,AVGL6L,torch.Size([2304]),85.92,89.83,94.56,90.04,91.87,95.0,71.25,88.35285714285715
allmpnet,CLS+MAX+SUM-NS_AVGL6L,CLS+MAX+SUM-NS,AVGL6L,torch.Size([2304]),86.63,90.89,95.64,89.85,91.6,96.4,71.48,88.92714285714285
allmpnet,CLS+MAX+MAX-NS_AVGL6L,CLS+MAX+MAX-NS,AVGL6L,torch.Size([2304]),84.95,87.79,94.28,89.33,91.27,90.8,74.03,87.49285714285713
allmpnet,CLS_SUML4BL,CLS,SUML4BL,torch.Size([768]),81.31,84.79,91.09,68.77,88.3,64.4,66.61,77.8957142857143
allmpnet,AVG_SUML4BL,AVG,SUML4BL,torch.Size([768]),86.41,90.33,94.88,90.03,91.27,96.2,75.88,89.28571428571429
allmpnet,SUM_SUML4BL,SUM,SUML4BL,torch.Size([768]),82.66,89.03,94.0,89.04,89.68,94.8,69.04,86.89285714285714
allmpnet,MAX_SUML4BL,MAX,SUML4BL,torch.Size([768]),84.1,85.8,92.45,88.74,90.77,93.2,65.91,85.85285714285713
allmpnet,AVG-NS_SUML4BL,AVG-NS,SUML4BL,torch.Size([768]),86.39,90.39,94.89,90.27,91.27,96.0,76.06,89.32428571428571
allmpnet,SUM-NS_SUML4BL,SUM-NS,SUML4BL,torch.Size([768]),82.46,88.9,94.13,89.21,89.68,94.6,69.57,86.93571428571428
allmpnet,MAX-NS_SUML4BL,MAX-NS,SUML4BL,torch.Size([768]),83.57,85.69,92.56,89.19,90.39,92.8,65.91,85.72999999999999
allmpnet,CLS+AVG_SUML4BL,CLS+AVG,SUML4BL,torch.Size([1536]),86.73,90.83,95.3,90.17,92.09,96.2,75.19,89.50142857142858
allmpnet,CLS+SUM_SUML4BL,CLS+SUM,SUML4BL,torch.Size([1536]),84.21,89.24,94.4,90.02,91.05,94.6,69.39,87.55857142857143
allmpnet,CLS+MAX_SUML4BL,CLS+MAX,SUML4BL,torch.Size([1536]),85.29,88.27,94.21,88.77,91.65,94.2,72.0,87.77
allmpnet,CLS+AVG-NS_SUML4BL,CLS+AVG-NS,SUML4BL,torch.Size([1536]),86.58,90.81,95.3,90.46,91.6,96.4,75.71,89.55142857142857
allmpnet,CLS+SUM-NS_SUML4BL,CLS+SUM-NS,SUML4BL,torch.Size([1536]),84.38,89.22,94.39,90.11,91.05,95.4,67.71,87.4657142857143
allmpnet,CLS+MAX-NS_SUML4BL,CLS+MAX-NS,SUML4BL,torch.Size([1536]),85.26,88.21,94.2,89.05,91.65,94.0,72.75,87.87428571428572
allmpnet,CLS+AVG+AVG-NS_SUML4BL,CLS+AVG+AVG-NS,SUML4BL,torch.Size([2304]),87.15,91.18,95.56,90.48,91.6,96.4,74.78,89.59285714285714
allmpnet,CLS+AVG+SUM-NS_SUML4BL,CLS+AVG+SUM-NS,SUML4BL,torch.Size([2304]),84.88,89.62,95.01,90.2,90.66,95.4,69.1,87.83857142857143
allmpnet,CLS+AVG+MAX-NS_SUML4BL,CLS+AVG+MAX-NS,SUML4BL,torch.Size([2304]),86.06,90.38,95.07,90.18,91.54,95.6,73.8,88.94714285714285
allmpnet,CLS+SUM+AVG-NS_SUML4BL,CLS+SUM+AVG-NS,SUML4BL,torch.Size([2304]),84.77,90.15,94.96,90.3,90.66,95.8,68.35,87.85571428571428
allmpnet,CLS+SUM+SUM-NS_SUML4BL,CLS+SUM+SUM-NS,SUML4BL,torch.Size([2304]),84.23,89.56,94.81,89.91,90.39,94.4,70.49,87.6842857142857
allmpnet,CLS+SUM+MAX-NS_SUML4BL,CLS+SUM+MAX-NS,SUML4BL,torch.Size([2304]),84.54,89.91,94.71,89.93,90.77,95.4,68.99,87.75
allmpnet,CLS+MAX+AVG-NS_SUML4BL,CLS+MAX+AVG-NS,SUML4BL,torch.Size([2304]),86.07,90.2,94.6,90.33,91.76,95.4,74.2,88.93714285714286
allmpnet,CLS+MAX+SUM-NS_SUML4BL,CLS+MAX+SUM-NS,SUML4BL,torch.Size([2304]),84.66,89.51,94.83,90.15,90.77,95.2,69.8,87.84571428571428
allmpnet,CLS+MAX+MAX-NS_SUML4BL,CLS+MAX+MAX-NS,SUML4BL,torch.Size([2304]),83.94,87.68,93.69,89.31,91.16,95.0,71.36,87.44857142857143
allmpnet,CLS_AVGL4BL,CLS,AVGL4BL,torch.Size([768]),78.14,63.76,88.21,68.77,86.88,42.0,66.49,70.60714285714286
allmpnet,AVG_AVGL4BL,AVG,AVGL4BL,torch.Size([768]),84.83,87.44,93.58,89.17,90.94,94.4,72.81,87.5957142857143
allmpnet,SUM_AVGL4BL,SUM,AVGL4BL,torch.Size([768]),85.62,90.28,95.03,89.73,90.83,96.4,71.36,88.46428571428571
allmpnet,MAX_AVGL4BL,MAX,AVGL4BL,torch.Size([768]),84.03,84.45,92.67,88.5,90.17,84.4,71.71,85.13285714285715
allmpnet,AVG-NS_AVGL4BL,AVG-NS,AVGL4BL,torch.Size([768]),84.8,87.34,93.57,89.46,91.05,94.4,73.45,87.72428571428573
allmpnet,SUM-NS_AVGL4BL,SUM-NS,AVGL4BL,torch.Size([768]),85.49,90.33,94.93,89.72,90.94,95.8,71.36,88.36714285714287
allmpnet,MAX-NS_AVGL4BL,MAX-NS,AVGL4BL,torch.Size([768]),84.03,84.87,92.43,88.62,90.44,84.4,71.65,85.2057142857143
allmpnet,CLS+AVG_AVGL4BL,CLS+AVG,AVGL4BL,torch.Size([1536]),85.36,88.87,94.64,89.22,91.05,92.6,72.93,87.81000000000002
allmpnet,CLS+SUM_AVGL4BL,CLS+SUM,AVGL4BL,torch.Size([1536]),86.01,90.23,95.1,90.03,90.88,96.8,71.65,88.67142857142856
allmpnet,CLS+MAX_AVGL4BL,CLS+MAX,AVGL4BL,torch.Size([1536]),84.67,86.97,93.9,88.58,90.5,85.0,72.29,85.98714285714284
allmpnet,CLS+AVG-NS_AVGL4BL,CLS+AVG-NS,AVGL4BL,torch.Size([1536]),85.72,88.82,94.55,89.82,91.16,94.2,72.87,88.16285714285713
allmpnet,CLS+SUM-NS_AVGL4BL,CLS+SUM-NS,AVGL4BL,torch.Size([1536]),85.98,90.36,95.07,90.01,90.77,96.6,71.88,88.66714285714285
allmpnet,CLS+MAX-NS_AVGL4BL,CLS+MAX-NS,AVGL4BL,torch.Size([1536]),84.72,86.89,93.88,89.0,90.99,85.0,72.99,86.21000000000001
allmpnet,CLS+AVG+AVG-NS_AVGL4BL,CLS+AVG+AVG-NS,AVGL4BL,torch.Size([2304]),86.04,89.43,94.84,89.93,91.27,95.2,74.67,88.76857142857143
allmpnet,CLS+AVG+SUM-NS_AVGL4BL,CLS+AVG+SUM-NS,AVGL4BL,torch.Size([2304]),86.17,90.84,95.74,90.04,91.27,96.6,71.25,88.8442857142857
allmpnet,CLS+AVG+MAX-NS_AVGL4BL,CLS+AVG+MAX-NS,AVGL4BL,torch.Size([2304]),85.45,88.84,94.33,89.75,91.6,95.2,75.01,88.59714285714287
allmpnet,CLS+SUM+AVG-NS_AVGL4BL,CLS+SUM+AVG-NS,AVGL4BL,torch.Size([2304]),86.31,90.54,95.32,90.0,91.16,96.4,70.67,88.62857142857142
allmpnet,CLS+SUM+SUM-NS_AVGL4BL,CLS+SUM+SUM-NS,AVGL4BL,torch.Size([2304]),85.91,90.75,95.32,90.03,91.38,95.4,71.83,88.66
allmpnet,CLS+SUM+MAX-NS_AVGL4BL,CLS+SUM+MAX-NS,AVGL4BL,torch.Size([2304]),86.15,91.05,95.38,90.12,91.32,96.6,70.9,88.78857142857143
allmpnet,CLS+MAX+AVG-NS_AVGL4BL,CLS+MAX+AVG-NS,AVGL4BL,torch.Size([2304]),85.58,87.79,94.24,89.74,91.21,95.0,74.72,88.32571428571428
allmpnet,CLS+MAX+SUM-NS_AVGL4BL,CLS+MAX+SUM-NS,AVGL4BL,torch.Size([2304]),86.16,90.09,95.65,90.27,91.21,96.2,72.35,88.84714285714286
allmpnet,CLS+MAX+MAX-NS_AVGL4BL,CLS+MAX+MAX-NS,AVGL4BL,torch.Size([2304]),84.4,86.28,93.78,88.74,90.94,93.2,72.87,87.17285714285715
deberta-base,CLS_SUML6L,CLS,SUML6L,torch.Size([768]),75.98,63.66,81.03,73.72,86.93,38.6,66.49,69.48714285714286
deberta-base,AVG_SUML6L,AVG,SUML6L,torch.Size([768]),86.96,89.43,95.1,90.22,91.71,95.0,72.52,88.7057142857143
deberta-base,SUM_SUML6L,SUM,SUML6L,torch.Size([768]),82.96,87.55,93.87,88.47,91.65,94.6,66.49,86.51285714285714
deberta-base,MAX_SUML6L,MAX,SUML6L,torch.Size([768]),81.71,69.03,92.53,89.06,89.95,91.2,64.99,82.63857142857144
deberta-base,AVG-NS_SUML6L,AVG-NS,SUML6L,torch.Size([768]),87.03,89.56,95.22,90.33,91.98,95.0,72.29,88.77285714285713
deberta-base,SUM-NS_SUML6L,SUM-NS,SUML6L,torch.Size([768]),83.2,87.23,93.84,88.6,91.21,93.8,68.06,86.56285714285715
deberta-base,MAX-NS_SUML6L,MAX-NS,SUML6L,torch.Size([768]),81.74,69.03,92.53,89.37,90.01,93.2,65.04,82.98857142857142
deberta-base,CLS+AVG_SUML6L,CLS+AVG,SUML6L,torch.Size([1536]),87.0,89.99,94.82,90.21,92.48,94.6,74.61,89.10142857142857
deberta-base,CLS+SUM_SUML6L,CLS+SUM,SUML6L,torch.Size([1536]),82.84,87.6,94.56,88.71,91.27,92.0,67.83,86.40142857142858
deberta-base,CLS+MAX_SUML6L,CLS+MAX,SUML6L,torch.Size([1536]),81.87,75.58,92.54,88.78,89.84,93.6,66.84,84.15
deberta-base,CLS+AVG-NS_SUML6L,CLS+AVG-NS,SUML6L,torch.Size([1536]),87.36,89.72,94.96,90.04,92.59,95.4,74.49,89.22285714285714
deberta-base,CLS+SUM-NS_SUML6L,CLS+SUM-NS,SUML6L,torch.Size([1536]),83.57,87.23,94.45,88.98,91.16,90.0,69.86,86.46428571428571
deberta-base,CLS+MAX-NS_SUML6L,CLS+MAX-NS,SUML6L,torch.Size([1536]),81.82,75.47,92.53,89.28,89.9,93.6,65.16,83.96571428571428
deberta-base,CLS+AVG+AVG-NS_SUML6L,CLS+AVG+AVG-NS,SUML6L,torch.Size([2304]),87.04,90.28,95.82,90.56,92.59,94.8,75.59,89.52571428571427
deberta-base,CLS+AVG+SUM-NS_SUML6L,CLS+AVG+SUM-NS,SUML6L,torch.Size([2304]),85.27,88.61,94.74,89.2,91.49,94.0,66.61,87.13142857142857
deberta-base,CLS+AVG+MAX-NS_SUML6L,CLS+AVG+MAX-NS,SUML6L,torch.Size([2304]),86.13,89.16,94.82,90.28,91.71,95.2,69.91,88.17285714285713
deberta-base,CLS+SUM+AVG-NS_SUML6L,CLS+SUM+AVG-NS,SUML6L,torch.Size([2304]),83.51,88.69,95.01,89.82,90.72,94.4,72.35,87.78571428571429
deberta-base,CLS+SUM+SUM-NS_SUML6L,CLS+SUM+SUM-NS,SUML6L,torch.Size([2304]),84.09,88.66,94.89,88.98,91.43,93.4,68.7,87.16428571428573
deberta-base,CLS+SUM+MAX-NS_SUML6L,CLS+SUM+MAX-NS,SUML6L,torch.Size([2304]),83.81,88.5,94.77,89.28,92.09,94.0,69.86,87.47285714285715
deberta-base,CLS+MAX+AVG-NS_SUML6L,CLS+MAX+AVG-NS,SUML6L,torch.Size([2304]),86.5,89.19,94.68,90.07,92.53,93.6,67.01,87.65428571428572
deberta-base,CLS+MAX+SUM-NS_SUML6L,CLS+MAX+SUM-NS,SUML6L,torch.Size([2304]),84.01,89.14,94.51,89.1,92.09,92.8,72.64,87.75571428571428
deberta-base,CLS+MAX+MAX-NS_SUML6L,CLS+MAX+MAX-NS,SUML6L,torch.Size([2304]),83.48,80.05,92.82,89.33,89.73,93.4,70.49,85.61428571428573
deberta-base,CLS_AVGL6L,CLS,AVGL6L,torch.Size([768]),68.03,63.76,77.67,68.74,81.44,41.2,66.49,66.76142857142857
deberta-base,AVG_AVGL6L,AVG,AVGL6L,torch.Size([768]),85.0,85.56,94.03,90.01,92.04,91.6,73.68,87.41714285714286
deberta-base,SUM_AVGL6L,SUM,AVGL6L,torch.Size([768]),86.77,88.53,94.83,90.0,92.09,95.0,67.94,87.88000000000001
deberta-base,MAX_AVGL6L,MAX,AVGL6L,torch.Size([768]),82.55,67.21,92.32,88.78,89.18,86.8,72.46,82.75714285714287
deberta-base,AVG-NS_AVGL6L,AVG-NS,AVGL6L,torch.Size([768]),85.03,86.73,94.34,90.1,92.09,90.2,74.49,87.56857142857145
deberta-base,SUM-NS_AVGL6L,SUM-NS,AVGL6L,torch.Size([768]),86.46,88.5,94.84,90.25,92.09,95.6,68.29,88.00428571428571
deberta-base,MAX-NS_AVGL6L,MAX-NS,AVGL6L,torch.Size([768]),82.55,67.23,92.3,89.27,89.68,87.0,72.35,82.91142857142857
deberta-base,CLS+AVG_AVGL6L,CLS+AVG,AVGL6L,torch.Size([1536]),84.78,87.63,93.89,89.72,92.42,92.0,73.86,87.75714285714287
deberta-base,CLS+SUM_AVGL6L,CLS+SUM,AVGL6L,torch.Size([1536]),87.27,89.24,95.3,89.76,92.2,96.0,69.22,88.42714285714285
deberta-base,CLS+MAX_AVGL6L,CLS+MAX,AVGL6L,torch.Size([1536]),82.97,78.07,91.66,89.0,88.41,87.6,72.06,84.25285714285714
deberta-base,CLS+AVG-NS_AVGL6L,CLS+AVG-NS,AVGL6L,torch.Size([1536]),84.83,87.79,93.68,90.02,92.37,91.6,75.65,87.99142857142856
deberta-base,CLS+SUM-NS_AVGL6L,CLS+SUM-NS,AVGL6L,torch.Size([1536]),87.23,89.8,95.35,89.98,91.82,96.0,69.39,88.51
deberta-base,CLS+MAX-NS_AVGL6L,CLS+MAX-NS,AVGL6L,torch.Size([1536]),82.97,78.12,91.67,88.75,88.58,87.8,72.06,84.27857142857144
deberta-base,CLS+AVG+AVG-NS_AVGL6L,CLS+AVG+AVG-NS,AVGL6L,torch.Size([2304]),86.26,88.74,94.82,90.52,92.31,94.6,74.84,88.87
deberta-base,CLS+AVG+SUM-NS_AVGL6L,CLS+AVG+SUM-NS,AVGL6L,torch.Size([2304]),87.54,89.91,95.76,90.13,91.98,96.0,71.36,88.9542857142857
deberta-base,CLS+AVG+MAX-NS_AVGL6L,CLS+AVG+MAX-NS,AVGL6L,torch.Size([2304]),85.78,88.74,94.29,90.28,92.42,94.0,75.59,88.72857142857143
deberta-base,CLS+SUM+AVG-NS_AVGL6L,CLS+SUM+AVG-NS,AVGL6L,torch.Size([2304]),87.14,89.67,95.82,90.27,92.37,96.2,73.22,89.24142857142859
deberta-base,CLS+SUM+SUM-NS_AVGL6L,CLS+SUM+SUM-NS,AVGL6L,torch.Size([2304]),86.86,88.93,94.98,89.95,91.98,95.8,73.33,88.83285714285715
deberta-base,CLS+SUM+MAX-NS_AVGL6L,CLS+SUM+MAX-NS,AVGL6L,torch.Size([2304]),86.81,89.88,96.06,90.06,92.64,96.2,69.86,88.78714285714285
deberta-base,CLS+MAX+AVG-NS_AVGL6L,CLS+MAX+AVG-NS,AVGL6L,torch.Size([2304]),85.84,88.4,94.33,90.22,92.09,93.4,72.81,88.15571428571427
deberta-base,CLS+MAX+SUM-NS_AVGL6L,CLS+MAX+SUM-NS,AVGL6L,torch.Size([2304]),87.01,89.72,95.54,90.09,92.26,96.0,66.9,88.21714285714286
deberta-base,CLS+MAX+MAX-NS_AVGL6L,CLS+MAX+MAX-NS,AVGL6L,torch.Size([2304]),83.07,78.6,92.74,89.22,90.17,93.6,73.91,85.90142857142857
deberta-base,CLS_SUML4BL,CLS,SUML4BL,torch.Size([768]),75.45,63.76,84.01,70.75,84.18,42.2,65.86,69.45857142857143
deberta-base,AVG_SUML4BL,AVG,SUML4BL,torch.Size([768]),87.45,89.54,94.63,90.18,92.59,94.8,75.3,89.21285714285713
deberta-base,SUM_SUML4BL,SUM,SUML4BL,torch.Size([768]),83.55,88.18,93.88,89.01,92.26,95.4,67.01,87.04142857142857
deberta-base,MAX_SUML4BL,MAX,SUML4BL,torch.Size([768]),83.9,82.01,92.77,89.43,90.55,91.8,63.77,84.89
deberta-base,AVG-NS_SUML4BL,AVG-NS,SUML4BL,torch.Size([768]),87.38,89.56,94.65,90.45,92.53,95.0,75.36,89.2757142857143
deberta-base,SUM-NS_SUML4BL,SUM-NS,SUML4BL,torch.Size([768]),83.64,88.21,93.97,89.29,92.26,94.4,66.61,86.91142857142857
deberta-base,MAX-NS_SUML4BL,MAX-NS,SUML4BL,torch.Size([768]),83.86,82.28,92.81,89.48,90.66,91.8,63.77,84.95142857142856
deberta-base,CLS+AVG_SUML4BL,CLS+AVG,SUML4BL,torch.Size([1536]),87.27,90.52,95.16,90.07,92.86,95.0,75.36,89.46285714285715
deberta-base,CLS+SUM_SUML4BL,CLS+SUM,SUML4BL,torch.Size([1536]),84.56,88.9,94.48,89.27,92.2,94.2,64.93,86.9342857142857
deberta-base,CLS+MAX_SUML4BL,CLS+MAX,SUML4BL,torch.Size([1536]),83.29,72.26,92.72,89.12,90.01,92.6,67.77,83.96714285714286
deberta-base,CLS+AVG-NS_SUML4BL,CLS+AVG-NS,SUML4BL,torch.Size([1536]),87.15,90.57,95.33,90.25,92.15,95.4,75.59,89.49142857142859
deberta-base,CLS+SUM-NS_SUML4BL,CLS+SUM-NS,SUML4BL,torch.Size([1536]),84.36,88.8,94.17,89.33,92.15,93.8,67.54,87.1642857142857
deberta-base,CLS+MAX-NS_SUML4BL,CLS+MAX-NS,SUML4BL,torch.Size([1536]),83.67,72.24,92.72,89.12,90.23,92.4,67.71,84.01285714285714
